image,path,set,width,height,x_com_norm,y_com_norm,dx,dy,d,lr_imbalance,tb_imbalance,q_tl,q_tr,q_bl,q_br,sym_lr,sym_tb,sym_rot180,sym_lr_diff,sym_tb_diff,sym_rot180_diff,neg_space_pct,neg_largest_region_pct,neg_largest_centroid_x_norm,neg_largest_centroid_y_norm,neg_method,neg_rule,qt_total_leaves,qt_blank_leaves,qt_blank_leaf_ratio,qt_largest_blank_leaf_area_pct,qt_largest_blank_leaf_depth,qt_largest_blank_rect_w_norm,qt_largest_blank_rect_h_norm,qt_largest_blank_rect_aspect,qt_largest_blank_rect_cx_norm,qt_largest_blank_rect_cy_norm,qt_blank_leaf_depth_mean,qt_blank_leaf_depth_std,qt_blank_leaf_depth_wmean,qt_blank_depth_entropy,qt_blank_depth_entropy_norm,qt_blank_depth_max,qt_max_depth,qt_min_size,qt_mask_method,qt_rule,qt_thr,qt_blank_percentile,rot_thirds_luma_mean,rot_intersections_luma_mean,rot_band_frac,rot_patch_frac,rot_thirds_sat_mean,rot_intersections_sat_mean,lines_edge_pct,lines_static_energy,lines_dynamic_energy,lines_dynamic_to_static,lines_edge_percentile,lines_angle_band_deg,detail_edge_density,detail_edge_percentile,z_d,z_detail_edge_density,z_dx,z_dy,z_lines_dynamic_energy,z_lines_dynamic_to_static,z_lines_edge_pct,z_lines_static_energy,z_lr_imbalance,z_neg_largest_centroid_x_norm,z_neg_largest_centroid_y_norm,z_neg_largest_region_pct,z_neg_space_pct,z_q_bl,z_q_br,z_q_tl,z_q_tr,z_qt_blank_depth_entropy_norm,z_qt_blank_leaf_depth_wmean,z_qt_blank_leaf_ratio,z_qt_largest_blank_leaf_area_pct,z_qt_largest_blank_rect_aspect,z_qt_largest_blank_rect_cx_norm,z_qt_largest_blank_rect_cy_norm,z_qt_largest_blank_rect_h_norm,z_qt_largest_blank_rect_w_norm,z_rot_intersections_luma_mean,z_rot_intersections_sat_mean,z_rot_thirds_luma_mean,z_rot_thirds_sat_mean,z_sym_lr,z_sym_rot180,z_sym_tb,z_tb_imbalance,z_x_com_norm,z_y_com_norm,score_weight_com,score_symmetry,score_negspace,score_composition,score_sym_neg,BalanceIndex
10pm_feeding_around_the_clock.webp,data\real\images\10pm_feeding_around_the_clock.webp,real,750,749,0.47782815991186917,0.5447328083607023,-0.022171840088130834,0.04473280836070226,0.04992609174298504,-0.07458792168336469,0.1625230157574047,0.21076951782718376,0.20796894449253756,0.3265243983121341,0.25473707976499194,0.6512201321209288,0.43804198073053,0.333035772083748,0.1627642959356308,0.26224765181541443,0.3112506568431854,0.2558059635068981,0.002109479305740988,0.8394970464135022,0.15352115056362067,low_gradient,blank = grad_mag <= P25.0 (thr=0.000985),15790,178,0.011272957568081063,0.00025634178905206944,6.0,0.016,0.01602136181575434,0.9999999991666666,0.116,0.17890520694259013,6.994381904602051,0.07474233210086823,6.976451396942139,0.16092642008967945,0.16092642008956334,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000985),0.0009854882955551147,25.0,0.4312816262245178,0.3944466710090637,0.03,0.06,0.6202974319458008,0.7417598962783813,0.20000178015131287,2464.16845703125,925.4450073242188,0.3755607716995977,80.0,15.0,0.20000178015131287,80.0,0.9221698542028084,-0.15652833698351512,-1.9782814998059854,1.7658719340685751,0.02512009656307594,-0.18665195131754939,-0.15652833698351512,0.2618586954198449,-1.7444504662163827,1.6533144019073678,-1.3822362743655028,-1.0033863550295135,-0.24964572993334644,2.6458506954515038,0.35477730846162486,-1.4091975434459711,-1.7642460126889037,-1.0099900466889222,2.382085183707795,-0.60486227261341,-0.4785357704139316,0.29202736643405497,-1.9904703195092088,-1.610865366152147,-0.8409258007603074,-0.8374852767294618,-0.12836229113506897,1.1094452540194353,-0.23505282126693736,1.0412720256755355,-2.107270245841676,-1.8484330037238452,-1.4146972846425712,1.7203458943883536,-1.9782814998059788,1.7658719340685751,0.027311872607110835,-1.7901335114026977,-0.4369981738574257,0.17495248155458953,-1.1135658426300616,-0.3037671628227871
11pm.webp,data\real\images\11pm.webp,real,500,642,0.5443935178191833,0.49884942917949443,0.044393517819183326,-0.0011505708205055698,0.04440842529943104,0.23333985358748066,0.006815247253136379,0.2161796400366456,0.2804126891227808,0.16715035054510458,0.33625720226045547,0.5291903787361389,0.7579676514160352,0.49964526061288295,0.24269425868988037,0.12476351112127304,0.25792425870895386,0.31391900311526477,0.10135202492211838,0.49689561689309647,0.2908694896132625,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),3766,101,0.026818906001062136,0.0010467289719626168,5.0,0.032,0.03271028037383177,0.7619047615419501,0.984,0.48364485981308414,5.207921028137207,0.4058198630809784,5.062520980834961,0.3373728310774736,0.33737283107723026,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.46198219060897827,0.40116190910339355,0.03,0.06,0.4117806553840637,0.4781709909439087,0.2,1308.7945556640625,78.71066284179688,0.06013981529840555,80.0,15.0,0.2,80.0,0.6974159350873402,-0.16000138246855491,3.7734834254955505,0.3526231094875002,-0.5771374171104235,-1.4538679759739594,-0.16000138246855491,-0.35203760623720604,4.805718327140609,-0.02163097860695435,-0.7288769338536755,0.19076187440930384,0.9329262991396842,-2.2176558059782545,2.845216015971037,-1.2423683295188659,0.6647942218339612,-0.5640131234305008,-1.1110395566211952,-0.10520335915798588,-0.16528716399542828,-1.2367259724399835,0.8313013777431849,-0.6206849546290135,-0.07017038914160291,-0.10083904473379601,-0.07843037569129187,-0.028533295384567014,0.07430219301426486,-0.06649358802965424,-3.2226690594010905,-0.9477299867603325,0.37434838314807334,0.3580472477905326,3.773483425495557,0.3526231094875003,1.2875800620265883,-1.2653502210044498,-0.21303707117830484,-0.3113556478166608,-0.7391936460913773,0.07901025603951672
12_4_7_10.webp,data\real\images\12_4_7_10.webp,real,750,749,0.5033230537319998,0.49802962431167974,0.0033230537319998144,-0.0019703756883202583,0.0038632973557417797,0.010532315112067113,-0.0020937732645560717,0.24840802389941177,0.25263882595095943,0.24632580015360125,0.2526272764322139,0.8910362631577209,0.8145309298828404,0.7948653557372666,0.041199762374162674,0.07012683153152466,0.07756248861551285,0.2500792167334223,0.18053226524254562,0.5169402778051683,0.4231607657838326,low_gradient,blank = grad_mag <= P25.0 (thr=0.000417),11857,586,0.049422282196171036,0.0038486871384067647,4.0,0.06266666666666666,0.06141522029372497,1.0217391302126655,0.9686666666666667,0.030707610146862484,6.283276557922363,0.728475034236908,5.5066022872924805,1.459758185568616,0.7298790927841764,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000417),0.00041686370968818665,25.0,0.34262317419052124,0.31787949800491333,0.03,0.06,0.6193640232086182,0.6177445650100708,0.20000178015131287,3393.35498046875,980.285888671875,0.2888839789268295,80.0,15.0,0.20000178015131287,80.0,-0.9541294237351556,-0.15652833698351512,0.22467572387629817,0.3273723915478009,0.06412682052948346,-0.5348793551675607,-0.15652833698351512,0.7555726088229904,0.06620762804025455,0.07636543736144713,-0.09957379446127265,1.1435079290165,-0.3661822352949017,0.19848608989325867,0.2903228434247843,-0.24855788720334981,-0.26646397660437066,0.42806562714246504,-0.3005443655475848,0.6212867896264964,0.9451932560557523,0.4316091972272178,0.7814544122771289,-2.092398885008961,1.2555289188425693,1.3110662332578966,-0.6976862011004433,0.574040371930447,-1.128421957796846,1.0363132011644691,0.08474129733815196,0.6482513267546463,0.6906540052641247,0.2801015761625178,0.22467572387630483,0.327372391547801,0.042733007347831274,0.4745488764523076,0.31810604003805787,-0.02711013173161001,0.39632745824518273,0.13731677795380132
around_the_clock.webp,data\real\images\around_the_clock.webp,real,750,799,0.5213365667804765,0.4862498759454242,0.021336566780476462,-0.013750124054575819,0.025383360563446998,0.10476033106666924,-0.04008334612183237,0.2196494337514316,0.30039226267458635,0.2279704007152338,0.25198792622385,0.7625806050674349,0.7887226573016636,0.6906659128396684,0.13247396051883698,0.11788736283779144,0.17260052263736725,0.4384931163954944,0.22227450980392158,0.5053767173681286,0.38639267980905506,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),11932,900,0.07542742205833054,0.00392156862745098,4.0,0.06266666666666666,0.0625782227784731,0.939999999812,0.9686666666666667,0.9687108886107635,6.55222225189209,0.7199888825416565,5.2173004150390625,1.9519953962499526,0.9759976981248003,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.4797753095626831,0.37602365016937256,0.03,0.06,0.4027659296989441,0.5309464931488037,0.20000166875260741,1835.6876220703125,423.2696228027344,0.23057824093353074,80.0,15.0,0.20000166875260741,80.0,-0.07754172220875737,-0.1567456739976352,1.7811834298508646,-0.035454318898360135,-0.33206264969107857,-0.769124937190807,-0.1567456739976352,-0.07207827493087919,2.0706043052250203,0.01983230449206385,-0.2744777836218571,1.6457766598937875,3.4679487812637304,-0.36165281449935643,0.27079070267447836,-1.1353720481937284,1.334709730393747,1.0501424251462357,-0.8285507752306215,1.457112277135289,0.9740778652326574,-0.09321847157998846,0.7814544122771289,0.9554239484512621,1.3092406351365988,1.3110662332578966,-0.26534875473687913,0.1993116109364569,0.25359500662835655,-0.11438519318308321,-1.0893927532085537,0.08494155723109373,0.5463324253309445,-0.05227197324634254,1.7811834298508713,-0.03545431889836003,0.5037022183681888,-0.1527062568821718,0.9058329624503217,-0.15706494890702044,0.376563352784075,0.2410668740817478
around_the_clock_alizarin.webp,data\real\images\around_the_clock_alizarin.webp,real,1000,704,0.502786634674721,0.45766811830025067,0.002786634674720956,-0.04233188169974933,0.04242350222520448,0.010824309150291837,-0.14893858838053758,0.28453798426421,0.2899312968413379,0.21004980882176066,0.21548088390324968,0.9511366909483263,0.6170686426354528,0.6114426119470129,0.020720764994621277,0.16238422691822052,0.1647699773311615,0.32766761363636365,0.10357386363636363,0.4895091337977947,0.3414185306317606,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),14536,687,0.04726197028068244,0.001,5.0,0.032,0.03125,1.4545454538842975,0.984,0.984375,6.705967903137207,0.5768527984619141,5.900658130645752,1.5642458341880952,0.9869292386891744,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.3627934455871582,0.2896709442138672,0.03,0.06,0.6355590224266052,0.7097288370132446,0.20008380681818183,2554.453125,622.9866333007812,0.2438825857485024,80.0,15.0,0.20008380681818183,80.0,0.6165630519638381,0.0035043203329862787,0.17832494299090257,-0.915797835817144,-0.1900097484893665,-0.7156742117239725,0.0035043203329862787,0.3098305456553089,0.07241885804489961,-0.05774278279890369,-0.48841761463748595,0.21749642409498562,1.2127038215415569,-0.908523000734324,-0.8444989768395189,0.8655635047931385,0.9839533327140844,1.0777724279333987,0.418649082607239,0.5518526789274139,-0.18380692957760328,3.210556474793929,0.8313013777431849,1.0063208242448756,-0.1376114876582394,-0.10083904473379601,-0.9074341062231314,0.9711592426557893,-0.9251757074080189,1.1223507063642333,0.6340822899456985,-0.34334537142930394,-0.41356826234891336,-1.0046544434892897,0.17832494299090923,-0.9157978358171439,-0.1540112235636044,-0.04094378127750627,0.5814027117292735,-0.036438293167020575,0.2702294652258836,0.02659331616508621
Belly_breast.webp,data\real\images\Belly_breast.webp,real,1000,667,0.539092436660166,0.48743773340653523,0.03909243666016604,-0.012562266593464766,0.04106128524528153,0.07400029378944809,-0.0473623408123722,0.22976004615976114,0.2939211811382623,0.23323983539143348,0.24307893731054306,0.5443648317945766,0.7019934389443258,0.558059595826734,0.1876123696565628,0.12270720303058624,0.1819734126329422,0.25000299850074964,0.10929235382308845,0.06114919476528848,0.4636974840243189,low_gradient,blank = grad_mag <= P25.0 (thr=0.006417),15904,761,0.047849597585513076,0.0009760119940029986,5.0,0.031,0.031484257871064465,1.4761904754875284,0.0465,0.8268365817091454,6.826543807983398,0.3956129252910614,6.457691669464111,1.2757180194195308,0.8048884556187881,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.006417),0.006417349446564913,25.0,0.3926844000816345,0.35906386375427246,0.03,0.06,0.2728915810585022,0.26688671112060547,0.2,2318.422119140625,2453.455810546875,1.0582437901540211,80.0,15.0,0.2,80.0,0.5610751735182327,-0.16000138246855491,3.3154287610998807,0.0011327457564725466,1.1119497417898123,2.5560537668335974,-0.16000138246855491,0.18441784470888684,1.4162838689521566,-2.1519532537950825,0.09325739432030691,0.28630486596967486,-0.36773323917753303,-0.20084915690499694,-0.0013787955461182365,-0.8235961852652942,1.117734234540554,0.617655455948294,1.4352940030620998,0.5707394790421954,-0.1933139276815564,3.349534051061523,-2.2164071086325285,0.49443648499141446,-0.1267926007897536,-0.14687943423352517,-0.39145517260735524,-0.9406998297085256,-0.6239787476805309,-0.8043552756797506,-3.0839687304376784,-0.6319378405535272,0.061336857327298204,-0.1159564297816201,3.3154287610998874,0.0011327457564726533,0.7805850657477843,-1.2181899045546356,0.12647247462196376,0.08576995141322492,-0.5458587149663359,0.10683210073155779
Belly_breast_face_brain_placenta.webp,data\real\images\Belly_breast_face_brain_placenta.webp,real,750,680,0.47784849056902323,0.46949173233206454,-0.022151509430976768,-0.030508267667935463,0.037702039283957156,-0.06335345988374619,-0.095485951757137,0.2839240462105063,0.26381899227917344,0.24775274634247801,0.20450427777895347,0.8175837213604983,0.7169267705416797,0.6692286447903326,0.08926106244325638,0.1385151445865631,0.161855086684227,0.2517960784313725,0.03211372549019608,0.49819554687181994,0.030507118588062897,low_gradient,blank = grad_mag <= P25.0 (thr=0.002519),15436,568,0.03679709769370303,0.0002588235294117647,6.0,0.016,0.016176470588235296,1.0909090899173552,0.992,0.9919117647058824,6.901408672332764,0.29811280965805054,6.67844820022583,0.9060611330692909,0.9060611330686372,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002519),0.0025192201137542725,25.0,0.42972880601882935,0.3468301594257355,0.03,0.06,0.29069703817367554,0.3582342267036438,0.2,2420.220703125,1853.6964111328125,0.7659204008674301,80.0,15.0,0.2,80.0,0.4242412958628533,-0.16000138246855491,-1.9765247728176034,-0.5516200239177768,0.685358323776387,1.3816331211277557,-0.16000138246855491,0.2385074984114517,-1.5054735794276006,-0.015275746184536006,-1.9674080162400247,-0.6423565443340822,-0.3312449366186431,0.24203121009336342,-1.1798341546117725,0.8466318062225971,0.1084072283354174,0.8733743405339046,1.8381979397482573,0.21550350802919915,-0.4775521996704077,0.8757331868678656,0.8573084901602577,1.030809782960055,-0.833762309287616,-0.8374852767294618,-0.4824202704216034,-0.5463299940625999,-0.25069985338306505,-0.7097620565933644,-0.586643145398559,-0.030949873550867726,0.14484504265885356,-0.5369934190674569,-1.9765247728175968,-0.5516200239177766,-0.6052072005512139,-0.15758265876352437,0.04506478609498214,-0.0004128884535720288,-0.05625893633427111,-0.22062634177968568
Bellyscape_and_plumb_bob.webp,data\real\images\Bellyscape_and_plumb_bob.webp,real,750,595,0.499821824333724,0.45883675457885015,-0.00017817566627598147,-0.04116324542114985,0.041163631037238045,0.005152474272567509,-0.14971304057422735,0.28551463871446486,0.2893419203936177,0.21190917591054323,0.21323431674266605,0.9627373700258395,0.6709227464271221,0.6701858736599122,0.025206364691257477,0.22260482609272003,0.22310328483581543,0.2723406162464986,0.20304313725490197,0.5063933868974042,0.4017688904981028,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),11617,668,0.057501936816734094,0.003896918767507003,4.0,0.06266666666666666,0.06218487394957983,1.270270269926954,0.9686666666666667,0.031092436974789917,6.438622951507568,0.7284668684005737,5.199584007263184,1.909785504375467,0.9548927521875613,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.6451609134674072,0.5689847469329834,0.03,0.06,0.14262929558753967,0.1833544373512268,0.2,1629.9490966796875,550.7390747070312,0.33788728483947367,80.0,15.0,0.2,80.0,0.5652440768186626,-0.16000138246855491,-0.07785774220192669,-0.8798028006526473,-0.2413973357428981,-0.33800665773442273,-0.16000138246855491,-0.18139537106419412,-0.04823110860544942,0.02480270386825326,-0.20133390037667154,1.4143727863186195,0.08682639357044852,-0.8517819939547415,-0.9131315750798902,0.895680106212875,0.9641915284051062,0.9967986433036962,-0.8608850867556723,0.8809731938500494,0.9643085591978248,2.027369000920775,0.7814544122771289,-2.0911484800050406,1.2910743448842792,1.3110662332578966,1.1694353932257335,-1.301329331970295,1.9201072315224381,-1.4963863102409312,0.7401169521541899,-0.025775024637000758,-0.11241252553420285,-1.0114301823329772,-0.07785774220192,-0.8798028006526472,-0.21043456674959596,0.20064313399432876,0.5096676003316605,-0.08766390521574213,0.3551553671629946,0.019018965065885508
Birth_perspective_from_above_and_below.webp,data\real\images\Birth_perspective_from_above_and_below.webp,real,750,571,0.5018103902419214,0.4915423652720756,0.0018103902419214224,-0.008457634727924379,0.008649225284326729,0.008699637036178615,-0.021938966320596182,0.2545107792568327,0.25645867452034404,0.2411393434588353,0.2478911146146239,0.9255749183456372,0.902876202551501,0.8925598983236085,0.04620766639709473,0.060300424695014954,0.06670542061328888,0.25002918855808526,0.03303210741389375,0.9790084358358074,0.4746585706280983,low_gradient,blank = grad_mag <= P25.0 (thr=0.002262),12838,948,0.07384327776912292,0.0010087565674255692,5.0,0.032,0.03152364273204904,1.3333333325925925,0.984,0.8581436077057794,6.7848100662231445,0.42109617590904236,6.431587219238281,1.2054149465164574,0.7605321551567493,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002262),0.0022617303766310215,25.0,0.5516390204429626,0.5712459683418274,0.03,0.06,0.32440754771232605,0.4110300540924072,0.2,1990.4130859375,2042.0400390625,1.025937808327071,80.0,15.0,0.2,80.0,-0.7591817824528027,-0.16000138246855491,0.09396982700225615,0.12755905224980074,0.8193216687290672,2.4262632217459745,-0.16000138246855491,0.010133544055025812,0.027223321637898815,2.335372143374284,0.14539874793471036,-0.6313060000204425,-0.3672002842769867,0.0402146134026154,0.14563316001305232,-0.06037029371657837,-0.13838437618920546,0.5055427397051235,1.387650629954523,1.4061966435401816,-0.1803365006506458,2.4322820456817746,0.8313013777431849,0.596161362580897,-0.12497366359295023,-0.10083904473379601,1.1862489617991832,-0.3183973388918071,0.9777315087221689,-0.5306717027947034,0.40043787091937316,1.176395131919747,1.1846866566577707,0.10647453172269705,0.0939698270022628,0.12755905224980085,-0.017757551552563842,0.9205065531656302,0.6334807844030661,0.4722918998253111,0.7769936687843482,0.4105093390190318
Blue_0_with_red_halo.webp,data\real\images\Blue_0_with_red_halo.webp,real,500,640,0.5001518197947891,0.4928497967233777,0.00015181979478906538,-0.007150203276622302,0.00715181488484637,0.004066240692684461,-0.007278533905230431,0.2502443918478854,0.25339487510472986,0.2477224655559683,0.24863822299180832,0.9688344558525201,0.8202268334128335,0.8174760817987177,0.017098521813750267,0.09862992912530899,0.1001390889286995,0.250846875,0.108734375,0.5161064520764478,0.3449703172151171,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),3835,137,0.03572359843546284,0.001,5.0,0.032,0.03125,0.7999999996,0.984,0.859375,5.481751918792725,0.49966686964035034,5.189547061920166,0.700523474541839,0.7005234745413337,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),0.0011192262172698975,25.0,0.4907562732696533,0.3529754877090454,0.03,0.06,0.5249877572059631,0.7807440161705017,0.200459375,2209.0205078125,478.822509765625,0.2167578381776162,80.0,15.0,0.200459375,80.0,-0.8201765633534571,0.7362315715317104,-0.04934356638835252,0.1678291019877623,-0.2925494968377989,-0.8246489456121902,0.7362315715317104,0.12628839889902024,-0.07133721941662328,0.07228894370983154,-0.4715219393362954,0.27959091662952934,-0.35056076376184514,0.24110715248096176,0.16845731145306225,-0.1919307336080049,-0.24111363306320255,0.35386786799843306,-0.8792035699147075,0.1810004041960777,-0.18380692957760328,-0.9921254379755365,0.8313013777431849,0.6001624845784862,-0.1376114876582394,-0.10083904473379601,-0.43672598409755214,1.2777493491722027,0.3642449654320646,0.5349301280538916,0.7958466583005698,0.7704865569271655,0.7225058773338248,0.23473972638730436,-0.04934356638834585,0.1678291019877624,-0.04029844435646665,0.7629463641871866,-0.061342859854036966,0.24686128423033984,0.35080175216657483,0.18578819734681598
